"VoteNumber","SenNumber","SenatorUpper","Vote","Party","GovCoalition","State","FP","Origin","Contentious","PercentYes","IndGov","VoteType","Content","Round"
2008035,"PLC0119/06","ROMEU TUMA","S","PTB",TRUE,"SP",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","JEFFERSON PRAIA","S","PDT",TRUE,"AM",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","CESAR BORGES","S","PR",TRUE,"BA",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","MARCONI PERILLO","S","PSDB",FALSE,"GO",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","AUGUSTO BOTELHO","S","PT",TRUE,"RR",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","DEMOSTENES TORRES","S","PFL/DEM",FALSE,"GO",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","MARISA SERRANO","S","PSDB",FALSE,"MS",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","CICERO LUCENA","S","PSDB",FALSE,"PB",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ALVARO DIAS","S","PSDB",FALSE,"PR",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","GERSON CAMATA","S","PMDB",TRUE,"ES",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","FLAVIO ARNS","S","PT",TRUE,"PR",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","RENATO CASAGRANDE","S","PSB",TRUE,"ES",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","LOBAO FILHO","S","PMDB",TRUE,"MA",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ANTONIO CARLOS VALADARES","S","PSB",TRUE,"SE",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ROMERO JUCA","S","PMDB",TRUE,"RR",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","GILVAM BORGES","S","PMDB",TRUE,"AP",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ANTONIO CARLOS JUNIOR","S","PFL/DEM",FALSE,"BA",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","GERALDO MESQUITA JUNIOR","S","PMDB",TRUE,"AC",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","GILBERTO GOELLNER","S","PFL/DEM",FALSE,"MT",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","VALTER PEREIRA","S","PMDB",TRUE,"MS",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","RAIMUNDO COLOMBO","S","PFL/DEM",FALSE,"SC",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","PAULO DUQUE","S","PMDB",TRUE,"RJ",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","NEUTO DE CONTO","S","PMDB",TRUE,"SC",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","JOSE NERY","S","PSOL",FALSE,"PA",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","GIM ARGELLO","S","PTB",TRUE,"DF",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","JARBAS VASCONCELOS","S","PMDB",TRUE,"PE",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","FRANCISCO DORNELLES","S","PP",TRUE,"RJ",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ALOIZIO MERCADANTE","S","PT",TRUE,"SP",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","JOSE AGRIPINO","S","PFL/DEM",FALSE,"RN",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","SERGIO GUERRA","S","PSDB",FALSE,"PE",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","MARCO MACIEL","S","PFL/DEM",FALSE,"PE",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","SERYS SLHESSARENKO","S","PT",TRUE,"MT",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","ARTHUR VIRGILIO","S","PSDB",FALSE,"AM",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","LEOMAR DE MELO QUINTANILHA","S","PMDB",TRUE,"TO",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","JOSE MARANHAO","S","PMDB",TRUE,"PB",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","EDUARDO SUPLICY","S","PT",TRUE,"SP",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","MARCELO CRIVELLA","S","PRB",TRUE,"RJ",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","KATIA ABREU","S","PFL/DEM",FALSE,"TO",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","LUCIA VANIA","S","PSDB",FALSE,"GO",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","MAO SANTA","S","PMDB",TRUE,"PI",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","JAYME CAMPOS","S","PFL/DEM",FALSE,"MT",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","FATIMA CLEIDE","S","PT",TRUE,"RO",2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008035,"PLC0119/06","PRESIDENT LULA","S","PT",TRUE,NA,2,1,0,100,"S",1,"Re-creates the Superintendencia do Desenvolvimento Sustentavel do Centro-Oeste (SUDECO).",1
2008036,"PLV0030/08","MOZARILDO CAVALCANTI","S","PTB",TRUE,"RR",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JARBAS VASCONCELOS","S","PMDB",TRUE,"PE",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","RENAN CALHEIROS","N","PMDB",TRUE,"AL",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","DEMOSTENES TORRES","S","PFL/DEM",FALSE,"GO",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ROMERO JUCA","N","PMDB",TRUE,"RR",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","SERYS SLHESSARENKO","N","PT",TRUE,"MT",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","MARCELO CRIVELLA","N","PRB",TRUE,"RJ",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","FLAVIO ARNS","N","PT",TRUE,"PR",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","CICERO LUCENA","S","PSDB",FALSE,"PB",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","WELLINGTON SALGADO","N","PMDB",TRUE,"MG",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","GILBERTO GOELLNER","S","PFL/DEM",FALSE,"MT",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","RAIMUNDO COLOMBO","S","PFL/DEM",FALSE,"SC",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ADELMIR SANTANA","S","PFL/DEM",FALSE,"DF",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","EXPEDITO JUNIOR","N","PR",TRUE,"RO",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","NEUTO DE CONTO","N","PMDB",TRUE,"SC",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JOSE NERY","N","PSOL",FALSE,"PA",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","VALDIR RAUPP","N","PMDB",TRUE,"RO",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","FATIMA CLEIDE","N","PT",TRUE,"RO",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","HERACLITO FORTES","S","PFL/DEM",FALSE,"PI",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JEFFERSON PRAIA","N","PDT",TRUE,"AM",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","CESAR BORGES","N","PR",TRUE,"BA",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","MAO SANTA","S","PMDB",TRUE,"PI",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ELISEU RESENDE","S","PFL/DEM",FALSE,"MG",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","RENATO CASAGRANDE","N","PSB",TRUE,"ES",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","IDELI SALVATTI","N","PT",TRUE,"SC",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ARTHUR VIRGILIO","N","PSDB",FALSE,"AM",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","PATRICIA SABOYA","N","PDT",TRUE,"CE",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","SERGIO ZAMBIASI","N","PTB",TRUE,"RS",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","MAGNO MALTA","N","PR",TRUE,"ES",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JOAO PEDRO GONCALVES","N","PT",TRUE,"AM",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","GIM ARGELLO","N","PTB",TRUE,"DF",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","VIRGINIO DE CARVALHO","S","PSC",FALSE,"SE",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","PAULO PAIM","N","PT",TRUE,"RS",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ADA MELLO","N","PTB",TRUE,"AL",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","CRISTOVAM BUARQUE","N","PDT",TRUE,"DF",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JOAO TENORIO","S","PSDB",FALSE,"AL",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","FLEXA RIBEIRO","N","PSDB",FALSE,"PA",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JOAO VICENTE CLAUDINO","N","PTB",TRUE,"PI",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","OSMAR DIAS","N","PDT",TRUE,"PR",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","TIAO VIANA","N","PT",TRUE,"AC",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","EDUARDO AZEREDO","N","PSDB",FALSE,"MG",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ALOIZIO MERCADANTE","N","PT",TRUE,"SP",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ALMEIDA LIMA","N","PMDB",TRUE,"SE",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","INACIO ARRUDA","N","PCdoB",TRUE,"CE",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","MARCO MACIEL","S","PFL/DEM",FALSE,"PE",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","JAYME CAMPOS","S","PFL/DEM",FALSE,"MT",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","PEDRO SIMON","N","PMDB",TRUE,"RS",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","ANTONIO CARLOS JUNIOR","S","PFL/DEM",FALSE,"BA",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
2008036,"PLV0030/08","LUCIA VANIA","S","PSDB",FALSE,"GO",1,1,0,35.48387097,"N",1,"Proposes new regulations for the Central Bank of Brazil and the Caixa Economica Federal, to allow them to deal in foreign currency should the need arise owing to the 2008 financial crisis. Also seeks to put these public banks on a level playing field with private banks and foreign banks with respect to foreign currencies, and to strengthen the Brazilian financial system should the crisis become worse.",1
